,company,weight,OS,ram,processor,processor_speed,screen_size,screen_type,touch_screen,price,height_resolution,width_resolution
52,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,1876.0,1920.0,1080.0
53,Apple,1.24,MacOS,8.0,Intel Core i7,2400.0,13.3,LED,0.0,4699.0,2560.0,1600.0
54,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,2687.0,1920.0,1080.0
56,Lenovo,1.85,Windows,8.0,Intel Celeron,2800.0,15.6,LCD,0.0,1349.0,1366.0,768.0
57,Asus,1.2,Windows,4.0,Intel Celeron,1100.0,11.6,LCD,0.0,750.0,1366.0,768.0
59,Lenovo,1.6,Windows,8.0,Intel Celeron,2800.0,14.0,LCD,0.0,730.0,1920.0,1080.0
61,Lenovo,1.6,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,1599.0,1920.0,1080.0
62,Asus,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,OLED,1.0,4828.0,2880.0,1800.0
63,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2048.0,1920.0,1080.0
64,Lenovo,1.65,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2449.0,1920.0,1080.0
65,Dell,1.69,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1647.0,1920.0,1080.0
66,Dell,1.84,Windows,8.0,Intel Core i3,1200.0,15.6,LED,0.0,2290.0,1920.0,1080.0
67,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,2032.0,1920.0,1080.0
69,HP,1.74,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,1520.0,1920.0,1080.0
70,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3130.0,1920.0,1080.0
71,Gigabyte,1.9,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,3365.0,1920.0,1280.0
72,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,2866.0,1920.0,1080.0
73,Lenovo,1.45,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,5491.0,2880.0,1800.0
74,Lenovo,1.65,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1399.0,1920.0,1080.0
75,HP,1.74,Windows,8.0,Intel Core i5,3300.0,15.6,IPS,1.0,1880.0,1920.0,1080.0
76,Asus,1.3,Windows,4.0,Intel Celeron,1100.0,14.0,LCD,0.0,1199.0,1366.0,768.0
77,Lenovo,1.9,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,3158.0,1920.0,1080.0
78,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2121.0,1920.0,1080.0
79,Lenovo,1.39,Windows,8.0,Intel Core i3,3000.0,14.0,IPS,0.0,2189.0,1920.0,1080.0
80,Asus,1.6,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,5290.0,1920.0,1080.0
81,HP,1.74,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,1.0,1953.0,1920.0,1080.0
83,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1514.0,1920.0,1080.0
84,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2201.0,1920.0,1080.0
85,Lenovo,1.6,Windows,16.0,Intel Core i3,3000.0,14.0,LCD,0.0,1188.0,1920.0,1080.0
86,Asus,1.8,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3490.0,1920.0,1080.0
87,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,17.3,IPS,0.0,3380.0,1920.0,1080.0
88,HP,1.28,Windows,8.0,Intel Core i7,2800.0,13.3,IPS,0.0,3390.0,1920.0,1080.0
89,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2498.0,1920.0,1080.0
90,Dell,1.49,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,0.0,2817.0,1920.0,1080.0
91,Lenovo,1.5,Windows,4.0,Intel Core i3,3000.0,14.0,LCD,1.0,2998.0,1920.0,1080.0
93,Asus,0.98,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,4603.0,1920.0,1080.0
94,Lenovo,1.64,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,3679.0,1920.0,1080.0
95,Lenovo,1.64,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3459.0,1920.0,1080.0
96,Dell,1.64,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2849.0,1920.0,1080.0
99,Dell,1.73,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1850.0,1920.0,1080.0
100,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,17.3,IPS,0.0,3800.0,1920.0,1080.0
101,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2143.0,1920.0,1080.0
102,Dell,1.69,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2200.0,1920.0,1080.0
104,Dell,1.49,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,0.0,3156.0,1920.0,1080.0
105,Lenovo,1.64,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,2899.0,1920.0,1080.0
106,Dell,1.73,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2600.0,1920.0,1080.0
107,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,2929.0,1920.0,1080.0
110,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2389.0,1920.0,1080.0
112,Huawei,1.38,Windows,8.0,AMD Ryzen 7,2400.0,14.0,LCD,0.0,3289.0,1920.0,1080.0
113,Lenovo,1.45,Windows,32.0,AMD Ryzen 7,2400.0,14.0,OLED,1.0,5984.0,2880.0,1800.0
114,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3841.0,1920.0,1080.0
115,Lenovo,1.45,Windows,16.0,Intel Core i5,3300.0,14.0,OLED,1.0,4819.0,2880.0,1800.0
116,Apple,1.29,MacOS,8.0,Intel Core i7,2400.0,13.3,QLED,0.0,3949.0,2560.0,1600.0
117,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,15.6,LCD,0.0,2422.0,1920.0,1080.0
118,HP,1.65,Windows,32.0,Intel Core i7,3060.0,16.1,IPS,0.0,6750.0,2560.0,1440.0
119,Asus,1.0,ChromeOS,4.0,Intel Celeron,1100.0,11.6,LCD,1.0,1447.0,1366.0,768.0
120,Lenovo,1.65,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,1562.0,1920.0,1080.0
121,Lenovo,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,1.0,4330.0,1920.0,1200.0
122,Lenovo,1.85,Windows,4.0,AMD,1200.0,15.6,LCD,0.0,983.0,1366.0,768.0
123,Asus,1.45,Windows,8.0,Intel Core i5,3100.0,14.0,OLED,0.0,3450.0,2880.0,1800.0
124,Lenovo,1.64,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,4559.0,1920.0,1080.0
126,Lenovo,1.36,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,4170.0,1920.0,1080.0
127,Dell,1.64,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3890.0,1920.0,1080.0
128,Asus,1.45,Windows,16.0,Intel Core i7,3300.0,14.0,OLED,0.0,4974.0,2880.0,1800.0
129,Dell,1.44,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3278.0,1920.0,1080.0
130,Asus,0.81,Windows,4.0,Intel Celeron,1100.0,11.6,LCD,0.0,959.0,1366.0,768.0
131,Lenovo,1.5,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,3625.0,1920.0,1200.0
132,Apple,2.0,MacOS,16.0,Intel Core i7,2600.0,16.0,IPS,0.0,6500.0,3072.0,1920.0
133,Asus,1.29,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,1.0,3199.0,1920.0,1080.0
134,Lenovo,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,IPS,0.0,2771.0,1920.0,1080.0
136,Lenovo,1.65,Windows,8.0,Intel Core i3,3300.0,17.3,LCD,0.0,1898.0,1600.0,900.0
138,Dell,1.69,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2434.0,1920.0,1080.0
139,Lenovo,1.39,Windows,16.0,AMD Ryzen 7,1800.0,13.3,IPS,1.0,4167.0,1920.0,1200.0
140,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3201.0,1920.0,1080.0
141,Lenovo,1.39,Windows,16.0,AMD Ryzen 7,1800.0,13.3,IPS,1.0,4219.0,1920.0,1200.0
142,Dell,2.51,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,5265.0,1920.0,1080.0
143,HP,2.32,Windows,16.0,Intel Core i7,2600.0,15.6,IPS,0.0,6290.0,1920.0,1080.0
144,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,1959.0,1920.0,1080.0
145,Dell,1.66,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3574.0,1920.0,1080.0
146,Lenovo,1.65,Windows,16.0,Intel Core i5,3300.0,17.3,IPS,0.0,3017.0,1920.0,1080.0
147,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2516.0,1920.0,1080.0
148,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3180.0,1920.0,1080.0
149,Lenovo,1.5,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,3869.0,1920.0,1200.0
150,Lenovo,1.65,Windows,16.0,Intel Pentium,3300.0,17.3,LCD,0.0,1740.0,1600.0,900.0
151,Asus,1.6,Windows,16.0,Intel Core i7,2800.0,14.0,LED,0.0,4290.0,1920.0,1080.0
152,Lenovo,1.99,Windows,16.0,AMD Ryzen 7,2400.0,16.0,IPS,0.0,5179.0,2560.0,1600.0
153,Lenovo,1.65,Windows,8.0,Intel Core i3,3300.0,17.3,LCD,0.0,2268.0,1600.0,900.0
154,Lenovo,1.5,Windows,4.0,Intel Core i3,3000.0,14.0,IPS,1.0,2990.0,1920.0,1080.0
155,HP,1.28,Windows,8.0,Intel Core i5,2400.0,13.3,IPS,0.0,2490.0,1920.0,1080.0
157,Lenovo,1.7,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,3776.0,1920.0,1080.0
158,Apple,1.4,MacOS,8.0,Intel Core i7,2400.0,13.3,LED,0.0,5399.0,2560.0,1600.0
159,Lenovo,2.1,Windows,16.0,Intel Core i5,3300.0,16.0,IPS,1.0,3630.0,1920.0,1200.0
160,Asus,1.29,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,1.0,4401.0,1920.0,1080.0
161,HP,1.28,Windows,8.0,Intel Core i5,2400.0,13.3,LCD,0.0,3171.0,1920.0,1080.0
163,Lenovo,1.64,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,0.0,2771.0,1920.0,1080.0
165,Lenovo,1.65,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,1900.0,1920.0,1080.0
166,Lenovo,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,3190.0,1920.0,1080.0
167,Lenovo,1.5,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,1.0,3170.0,1920.0,1200.0
168,Asus,1.29,Windows,16.0,Intel Core i5,2400.0,14.0,LCD,1.0,3748.0,1920.0,1080.0
169,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2003.0,1920.0,1080.0
170,Lenovo,1.64,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,4116.0,1920.0,1080.0
171,Xiaomi,1.8,Windows,16.0,Intel Core i7,1300.0,16.1,IPS,0.0,3399.0,1920.0,1080.0
172,Asus,1.8,Windows,8.0,Intel Core i5,3300.0,16.0,OLED,0.0,3560.0,3840.0,2400.0
174,Lenovo,1.9,Windows,8.0,Intel Core i5,1600.0,15.6,IPS,0.0,2888.0,1920.0,1080.0
175,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3218.0,1920.0,1080.0
176,Lenovo,1.5,Windows,8.0,Intel Core i3,3300.0,14.0,IPS,1.0,2790.0,1920.0,1200.0
177,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,17.3,IPS,0.0,3547.0,1920.0,1080.0
178,Asus,1.8,Windows,16.0,Intel Core i5,2400.0,15.6,LCD,0.0,2987.0,1920.0,1080.0
179,HP,1.65,Windows,32.0,AMD Ryzen 9,3300.0,16.1,LCD,0.0,7590.0,2560.0,1440.0
180,Dell,1.57,Windows,8.0,Intel Core i5,3100.0,15.6,LED,0.0,2695.0,1920.0,1080.0
181,HP,1.74,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,1990.0,1920.0,1080.0
182,Lenovo,2.3,Windows,16.0,Intel Core i5,2400.0,16.0,LCD,0.0,4850.0,2560.0,1600.0
183,Dell,1.57,Windows,8.0,Intel Core i5,3100.0,15.6,LED,0.0,3100.0,1920.0,1080.0
184,Lenovo,1.45,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,1.0,5731.0,2880.0,1800.0
185,Lenovo,1.39,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,0.0,5390.0,1920.0,1080.0
186,Lenovo,1.38,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,0.0,3690.0,1920.0,1080.0
187,Asus,2.5,Windows,16.0,AMD Ryzen 9,3300.0,15.6,LCD,0.0,6649.0,2560.0,1440.0
188,Lenovo,1.39,Windows,8.0,AMD Ryzen 7,1800.0,13.3,IPS,1.0,3937.0,1920.0,1200.0
189,Lenovo,1.9,Windows,16.0,Intel Core i5,2400.0,15.6,IPS,0.0,6126.0,3840.0,2160.0
190,Asus,1.45,Windows,16.0,Intel Core i7,3300.0,14.0,OLED,0.0,5130.0,2880.0,1800.0
191,Lenovo,1.9,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,2799.0,1920.0,1080.0
192,Lenovo,1.32,Windows,16.0,Intel Core i7,2400.0,14.0,IPS,0.0,4905.0,2880.0,1800.0
193,Lenovo,1.26,Windows,16.0,Intel Core i7,3500.0,13.3,IPS,0.0,4723.0,1920.0,1200.0
195,Asus,1.4,Windows,16.0,Intel Core i7,2800.0,14.0,OLED,1.0,5190.0,2880.0,1800.0
196,Dell,1.73,Windows,8.0,Intel Core i7,2800.0,15.6,LED,0.0,3290.0,1920.0,1080.0
197,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4354.0,1920.0,1080.0
198,Lenovo,1.39,Windows,8.0,Intel Core i3,3000.0,14.0,IPS,0.0,2690.0,1920.0,1080.0
199,Lenovo,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,1.0,3490.0,1920.0,1080.0
200,Lenovo,2.2,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,2689.0,1920.0,1080.0
203,HP,1.75,Windows,8.0,Intel Core i5,1000.0,15.6,IPS,0.0,2990.0,1920.0,1080.0
204,Lenovo,1.45,Windows,8.0,Intel Pentium Silver,1100.0,15.6,LCD,0.0,1390.0,1920.0,1080.0
205,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2898.0,1920.0,1080.0
206,Lenovo,1.64,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,0.0,3380.0,1920.0,1080.0
207,Lenovo,1.39,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,4540.0,1920.0,1080.0
209,Lenovo,1.65,Windows,8.0,AMD Ryzen 5,2100.0,15.6,LCD,0.0,1755.0,1920.0,1080.0
210,Asus,1.29,Windows,16.0,Intel Core i7,2800.0,14.0,LCD,1.0,4854.0,1920.0,1080.0
212,Lenovo,1.7,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,3322.0,1920.0,1080.0
213,Lenovo,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,OLED,1.0,5737.0,2880.0,1800.0
214,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,OLED,1.0,4899.0,2880.0,1800.0
215,Asus,1.4,Windows,16.0,Intel Core i5,2400.0,14.0,OLED,0.0,4290.0,2880.0,1800.0
216,Dell,1.54,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,3915.0,1920.0,1200.0
217,Lenovo,1.26,Windows,16.0,Intel Core i5,3300.0,13.3,IPS,0.0,4670.0,1920.0,1200.0
218,Lenovo,2.1,Windows,8.0,Intel Core i5,2400.0,17.3,IPS,0.0,2950.0,1920.0,1080.0
219,Lenovo,1.12,Windows,32.0,Intel Core i7,2400.0,14.0,IPS,0.0,9923.0,1920.0,1200.0
221,Lenovo,1.12,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,6969.0,1920.0,1200.0
222,Dell,1.69,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3670.0,1920.0,1080.0
224,Dell,1.36,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3990.0,1920.0,1080.0
226,Lenovo,1.64,Windows,16.0,Intel Core i7,2800.0,14.0,IPS,0.0,3485.0,1920.0,1080.0
227,HP,1.49,Windows,8.0,Intel Core i7,1800.0,13.3,IPS,0.0,3981.0,1920.0,1080.0
229,Lenovo,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,3049.0,1920.0,1080.0
230,Lenovo,1.76,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,5196.0,1920.0,1080.0
231,Lenovo,1.5,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,1.0,3721.0,1920.0,1200.0
232,Dell,1.69,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3433.0,1920.0,1080.0
233,Lenovo,1.39,Windows,16.0,AMD Ryzen 7,1800.0,13.3,IPS,1.0,4410.0,1920.0,1200.0
234,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2510.0,1920.0,1080.0
236,Lenovo,1.7,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,4131.0,1920.0,1080.0
237,Lenovo,1.39,Windows,8.0,AMD Ryzen 5,2100.0,13.3,IPS,1.0,3467.0,1920.0,1200.0
239,HP,1.37,Windows,16.0,AMD,2400.0,14.0,IPS,0.0,2590.0,1920.0,1080.0
241,Lenovo,2.49,Windows,16.0,Intel Core i7,2400.0,16.0,IPS,0.0,7740.0,2560.0,1600.0
242,Asus,2.3,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,5449.0,1920.0,1080.0
243,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,17.3,IPS,0.0,2841.0,1920.0,1080.0
244,Apple,1.4,MacOS,8.0,Intel Core i7,2400.0,13.3,LCD,0.0,6189.0,2560.0,1600.0
245,Asus,1.8,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,1986.0,1920.0,1080.0
246,Lenovo,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,IPS,0.0,3287.0,1920.0,1080.0
247,Lenovo,1.32,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,5838.0,1920.0,1200.0
249,Lenovo,1.26,Windows,16.0,Intel Core i7,3500.0,13.3,IPS,0.0,4990.0,1920.0,1200.0
250,Asus,0.93,Windows,8.0,Intel Core i3,3000.0,14.0,LCD,0.0,2790.0,1920.0,1080.0
251,Lenovo,1.26,Windows,8.0,Intel Core i5,3300.0,13.3,IPS,0.0,4100.0,1920.0,1200.0
252,Lenovo,1.98,Windows,16.0,Intel Core i5,3300.0,16.0,IPS,1.0,4818.0,2560.0,1600.0
253,HP,1.52,Windows,8.0,Intel Core i7,1300.0,14.0,LCD,0.0,3279.0,1920.0,1080.0
254,HP,1.74,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,3100.0,1920.0,1080.0
255,HP,1.41,Windows,16.0,Intel Core i5,2400.0,14.0,IPS,0.0,5662.0,1920.0,1080.0
256,Acer,1.7,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3450.0,1920.0,1080.0
257,Asus,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,OLED,0.0,4602.0,2880.0,1800.0
259,Lenovo,2.35,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,5525.0,2560.0,1440.0
260,Acer,1.8,Windows,8.0,Intel Core i5,1600.0,15.6,LCD,0.0,2499.0,1920.0,1080.0
262,Asus,1.5,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3489.0,1920.0,1080.0
263,Asus,2.0,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,6859.0,1920.0,1080.0
264,Asus,1.7,Windows,8.0,Intel Core i5,1000.0,15.6,LCD,0.0,2848.0,1920.0,1080.0
265,Lenovo,1.64,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3699.0,1920.0,1080.0
266,Asus,1.65,Windows,8.0,AMD Ryzen 5,3500.0,15.6,OLED,0.0,4290.0,1920.0,1080.0
267,Asus,1.45,Windows,16.0,AMD Ryzen 7,2400.0,14.0,OLED,0.0,4490.0,2880.0,1800.0
268,Lenovo,2.3,Windows,16.0,Intel Core i5,2400.0,16.0,LCD,0.0,5498.0,2560.0,1600.0
269,Lenovo,1.38,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,3090.0,1920.0,1080.0
270,Asus,1.39,Windows,8.0,Intel Core i5,2400.0,14.0,OLED,0.0,3901.0,2880.0,1800.0
272,Dell,1.64,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,4885.0,1920.0,1080.0
273,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,LCD,0.0,2389.0,1920.0,1080.0
274,Lenovo,1.32,Windows,32.0,Intel Core i7,2400.0,14.0,IPS,0.0,7049.0,1920.0,1200.0
275,Lenovo,1.5,Windows,16.0,Intel Core i7,3500.0,14.0,IPS,1.0,4105.0,1920.0,1200.0
276,Lenovo,1.21,Windows,8.0,Intel Core i7,2800.0,13.3,IPS,0.0,4790.0,2560.0,1600.0
277,Lenovo,1.99,Windows,16.0,AMD Ryzen 7,2400.0,16.0,IPS,0.0,4890.0,2560.0,1600.0
278,HP,1.74,Windows,8.0,Intel Core i7,2800.0,15.6,LCD,0.0,3176.0,1920.0,1080.0
280,HP,1.74,Windows,8.0,Intel Core i7,3500.0,15.6,LCD,0.0,2494.0,1920.0,1080.0
281,HP,1.69,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1817.0,1920.0,1080.0
282,Lenovo,1.38,Windows,8.0,Intel Core i5,2400.0,14.0,IPS,0.0,3279.0,2880.0,1800.0
283,Lenovo,1.65,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,2079.0,1920.0,1080.0
284,Lenovo,1.26,Windows,8.0,Intel Core i5,3300.0,13.3,IPS,0.0,3798.0,1920.0,1200.0
285,Lenovo,1.76,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,4835.0,1920.0,1080.0
286,Asus,1.4,Windows,8.0,Intel Core i5,2400.0,14.0,OLED,0.0,3795.0,2880.0,1800.0
287,Asus,1.9,Windows,16.0,Intel Core i9,2500.0,16.0,OLED,0.0,4980.0,2560.0,1600.0
288,Dell,1.36,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,5480.0,1920.0,1080.0
289,HP,1.75,Windows,8.0,Intel Core i5,2400.0,15.6,IPS,0.0,2799.0,1920.0,1080.0
290,Dell,1.66,Windows,16.0,Intel Core i7,3500.0,15.6,LCD,0.0,3990.0,1920.0,1080.0
291,HP,1.82,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,0.0,3690.0,1920.0,1080.0
292,Asus,1.8,Windows,8.0,Intel Core i3,3000.0,15.6,LED,0.0,1789.0,1920.0,1080.0
293,Dell,1.69,Windows,8.0,Intel Core i3,3000.0,15.6,LCD,0.0,1693.0,1920.0,1080.0
294,Lenovo,1.4,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3569.0,1920.0,1080.0
295,Lenovo,1.65,Windows,8.0,Intel Core i3,3300.0,15.6,LCD,0.0,1900.0,1920.0,1080.0
296,HP,1.74,Windows,16.0,Intel Core i7,2400.0,15.6,LCD,0.0,2933.0,1920.0,1080.0
297,HP,1.74,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,1835.0,1920.0,1080.0
298,Lenovo,1.43,Windows,16.0,Intel Core i7,3500.0,14.0,LCD,0.0,2685.0,1920.0,1080.0
299,Lenovo,1.64,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,3920.0,1920.0,1080.0
300,Lenovo,1.76,Windows,16.0,Intel Core i7,3500.0,15.6,IPS,0.0,4890.0,1920.0,1080.0
302,Lenovo,1.65,Windows,4.0,Intel Core i3,3000.0,15.6,LCD,0.0,1698.0,1920.0,1080.0
303,Lenovo,1.4,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,0.0,3139.0,1920.0,1080.0
304,Dell,1.36,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3990.0,1920.0,1080.0
305,Asus,1.4,Windows,16.0,AMD Ryzen 5,3300.0,14.0,OLED,0.0,4339.0,2880.0,1800.0
306,HP,1.38,Windows,16.0,AMD Ryzen 5,2400.0,14.0,LCD,0.0,2590.0,1920.0,1080.0
307,Lenovo,1.39,Windows,8.0,Intel Core i5,3300.0,14.0,IPS,0.0,4097.0,1920.0,1080.0
311,Lenovo,1.65,Windows,16.0,Intel Core i7,3500.0,17.3,IPS,0.0,4092.0,1920.0,1080.0
312,Lenovo,1.65,Windows,16.0,Intel Core i7,2800.0,15.6,LCD,0.0,3385.0,1920.0,1080.0
313,Lenovo,1.65,Windows,8.0,Intel Core i5,3300.0,15.6,IPS,0.0,4269.0,1920.0,1080.0
314,Asus,2.6,Windows,16.0,Intel Core i7,2400.0,17.3,LCD,0.0,5098.0,1920.0,1080.0
315,Lenovo,2.0,Windows,16.0,Intel Core i9,2400.0,15.6,IPS,1.0,7109.0,3840.0,2160.0
316,Lenovo,1.32,Windows,16.0,Intel Core i7,2400.0,14.0,OLED,0.0,5184.0,2880.0,1800.0
317,Lenovo,1.38,Windows,8.0,Intel Core i7,2800.0,14.0,IPS,0.0,3449.0,1920.0,1080.0
319,Lenovo,1.7,Windows,8.0,Intel Core i5,3300.0,15.6,IPS,0.0,2621.0,1920.0,1080.0
320,Dell,1.36,Windows,8.0,Intel Core i5,2400.0,14.0,LCD,0.0,3590.0,1920.0,1080.0
321,Lenovo,2.35,Windows,16.0,Intel Core i5,3300.0,15.6,IPS,0.0,5297.0,2560.0,1440.0
322,Lenovo,1.36,Windows,16.0,AMD Ryzen 5,2100.0,13.3,IPS,1.0,3835.0,1920.0,1200.0
323,Dell,1.78,Windows,8.0,Intel Core i5,2400.0,15.6,LCD,0.0,3290.0,1920.0,1080.0
325,Lenovo,1.5,Windows,24.0,Intel Core i5,2400.0,14.0,IPS,1.0,3840.0,1920.0,1080.0
326,Lenovo,1.23,Windows,16.0,Intel Core i7,2400.0,13.3,IPS,0.0,4398.0,2560.0,1600.0
327,Lenovo,1.7,Windows,4.0,Intel Pentium Gold,2400.0,15.6,LCD,0.0,1594.0,1920.0,1080.0
328,Lenovo,1.32,Windows,16.0,Intel Core i5,3300.0,14.0,IPS,0.0,5720.0,1920.0,1200.0
