name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד HP ProBook 450 G9 6A2A9EA,HP,NaN,1.74,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,IPS,1920x1080,0.0,4721
מחשב נייד HP Victus 16-e0001nj 4P4B9EA,HP,NaN,2.46,ללא,16.0,AMD Ryzen 5,3300.0,NaN,NaN,16.1,IPS,1920x1080,0.0,3990
מחשב נייד Dell Latitude 5420 L5420-5225 דל,Dell,NaN,1.4,Windows 10 PRO,8.0,Intel Core i5,2400.0,256.0,SSD,14.0,LCD,1920x1080,0.0,3295
מחשב נייד Lenovo ThinkBook 13s G2 ITL 20V90004IV לנובו,Lenovo,NaN,1.26,Windows 10 PRO,16.0,Intel Core i7,2800.0,512.0,SSD,13.3,LCD,1920x1200,0.0,4690
מחשב נייד HP ProBook 440 G8 2X7U7EA,HP,NaN,1.38,ללא,8.0,Intel Core i5,2400.0,NaN,NaN,14.0,IPS,1920x1080,0.0,2790
מחשב נייד Dell Vostro 5490 VM-RD09-11634 דל,Dell,NaN,1.55,Windows  10,8.0,Intel Core i5,1600.0,512.0,SSD,14.0,LED,1920x1080,0.0,3639
מחשב נייד Lenovo Legion 7 15IMHg05 81YU005SIV לנובו,Lenovo,NaN,2.25,ללא,16.0,Intel Core i7,2300.0,512.0,SSD,15.6,LCD,1920x1080,0.0,9249
מחשב נייד Dell Precision M5470 M5470-9443 דל,Dell,NaN,1.48,Windows 10 PRO,32.0,Intel Core i9,NaN,NaN,NaN,14.0,LCD,1920x1080,0.0,11689
מחשב נייד Lenovo ThinkPad P15s Gen 2 20W60090IV לנובו,Lenovo,NaN,1.75,Windows 10 PRO,16.0,Intel Core i7,2800.0,NaN,NaN,15.6,IPS,1920x1080,0.0,5490
מחשב נייד Lenovo IdeaPad 3 15ITL6 82H801SFIV לנובו,Lenovo,NaN,1.65,NaN,8.0,Intel Core i5,2400.0,256.0,SSD,15.6,LCD,1920x1080,0.0,2591
מחשב נייד Asus X515EA-EJ1196 אסוס,Asus,NaN,1.8,ללא,8.0,Intel Core i3,3000.0,NaN,NaN,15.6,LCD,NaN,0.0,1590
מחשב נייד Dell Latitude 5410 L5410-7104 דל,Dell,NaN,1.47,Windows  10,8.0,Intel Core i7,1800.0,256.0,SSD,14.0,LCD,1920x1080,0.0,6264
מחשב נייד Asus ROG Zephyrus G14 GA402RK-L8160W אסוס,Asus,NaN,1.7,NaN,32.0,AMD Ryzen 9,3000.0,NaN,NaN,14.0,LCD,2560x1600,0.0,9223
מחשב נייד HP 15s-fq5033nj 7C474EA,HP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2984
מחשב נייד Lenovo ThinkPad E15 20RD0016IV לנובו,Lenovo,NaN,2.1,Windows  10,16.0,Intel Core i7,1800.0,512.0,SSD,15.6,IPS,1920x1080,0.0,4599
מחשב נייד Dell Vostro 3500 VM-RD09-13164 דל,Dell,NaN,1.78,ללא,8.0,Intel Core i3,3000.0,256.0,SSD,15.6,LCD,1920x1080,0.0,1772
מחשב נייד Lenovo IdeaPad 5 15IIL05 81YK00SEIV לנובו,Lenovo,NaN,1.5,ללא,16.0,Intel Core i7,1300.0,512.0,SSD,15.6,LCD,1920x1080,0.0,5290
מחשב נייד HP Pavilion 13-bb0006nj 3N7W3EA,HP,NaN,1.24,Windows  10,16.0,Intel Core i5,2400.0,NaN,NaN,13.3,IPS,1920x1080,0.0,3854
מחשב נייד Asus VivoBook 15 X513EA-BQ3019W אסוס,Asus,NaN,1.8,NaN,8.0,Intel Core i5,2400.0,512.0,SSD,15.6,LCD,1920x1080,0.0,2499
