name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo ThinkBook 15 G4 IAP 21DJ0064IV לנובו,Lenovo,NaN,1.7,ללא,8.0,Intel Core i5,3300.0,NaN,NaN,15.6,IPS,1920x1080,0.0,2801
מחשב נייד HP ProBook 430 G8 27J07EA,HP,NaN,1.28,Windows 10 PRO,16.0,Intel Core i7,2800.0,512.0,SSD,13.3,LCD,1920x1080,0.0,4675
מחשב נייד Asus TUF Gaming F15 FX507ZE-HN065 אסוס,Asus,NaN,2.2,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,LCD,1920x1080,0.0,4998
מחשב נייד Lenovo ThinkPad P14s Gen 3 21AK0009IV לנובו,Lenovo,NaN,1.24,NaN,16.0,Intel Core i7,NaN,NaN,NaN,14.0,IPS,1920x1200,0.0,6763
מחשב נייד Lenovo IdeaPad Yoga 9 14ITL5 82BG004QIV לנובו,Lenovo,NaN,1.44,Windows  10,16.0,Intel Core i7,3000.0,512.0,SSD,14.0,IPS,3840x2160,1.0,7790
מחשב נייד Lenovo ThinkPad P14s Gen 3 21AK0013IV לנובו,Lenovo,NaN,1.24,NaN,32.0,Intel Core i7,NaN,NaN,NaN,14.0,IPS,3840X2400,1.0,8100
מחשב נייד Lenovo IdeaPad Flex 5 14IAU7 82R7009MIV לנובו,Lenovo,NaN,1.5,NaN,8.0,Intel Core i5,3300.0,512.0,SSD,14.0,IPS,1920x1200,1.0,3597
מחשב נייד Toshiba Satellite Pro C40-G-107 טושיבה,Toshiba,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1759
מחשב נייד Lenovo ThinkPad P14s Gen 3 21AK000HIV לנובו,Lenovo,NaN,1.24,NaN,16.0,Intel Core i7,NaN,NaN,NaN,14.0,IPS,1920x1200,0.0,6895
מחשב נייד HP ProBook 445 G8 59S07EA,HP,NaN,1.37,NaN,8.0,AMD Ryzen 5,2300.0,NaN,NaN,14.0,IPS,1920x1080,0.0,2390
מחשב נייד Dell Latitude 7330 LT-RD33-14111 דל,Dell,NaN,NaN,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,13.3,LCD,1920x1080,0.0,5414
מחשב נייד Asus ExpertBook B1 B1500CEPE-EJ1113X אסוס,Asus,NaN,1.73,NaN,16.0,Intel Core i5,2400.0,NaN,NaN,15.6,LCD,1920x1080,0.0,3890
מחשב נייד Lenovo IdeaPad 3 15IAU7 82RK00D3IV לנובו,Lenovo,NaN,NaN,NaN,8.0,Intel Core i5,3300.0,NaN,NaN,15.6,LCD,1920x1080,0.0,2537
