name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo Yoga Slim 7 Pro 14IAP7 82SV006SIV לנובו,Lenovo,NaN,1.32,NaN,16.0,Intel Core i7,NaN,1000.0,SSD,14.0,IPS,2880X1800,0.0,4905
מחשב נייד Lenovo ThinkPad L13 Gen 3 21B3000NIV לנובו,Lenovo,NaN,1.26,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,13.3,IPS,1920x1200,0.0,4723
מחשב נייד HP ProBook 450 G8 59S03EA,HP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3198
מחשב נייד Asus ZenBook Flip 14 UP5401EA-KN017 אסוס,Asus,NaN,1.4,ללא,16.0,Intel Core i7,2800.0,NaN,NaN,14.0,OLED,2880X1800,1.0,5190
מחשב נייד Dell Inspiron 3511 IN-RD33-13117 דל,Dell,NaN,1.73,NaN,8.0,Intel Core i7,2800.0,NaN,NaN,15.6,LED,1920x1080,0.0,3290
מחשב נייד Lenovo ThinkPad E15 Gen 4 21E60095IV לנובו,Lenovo,NaN,1.7,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,IPS,1920x1080,0.0,4354
מחשב נייד Lenovo IdeaPad 5 14ITL05 82FE00HGIV לנובו,Lenovo,NaN,1.39,ללא,8.0,Intel Core i3,3000.0,512.0,SSD,14.0,IPS,1920x1080,0.0,2690
מחשב נייד Lenovo ThinkBook 14s Yoga ITL 20WE006BIV לנובו,Lenovo,NaN,1.5,NaN,8.0,Intel Core i5,2400.0,NaN,NaN,14.0,IPS,1920x1080,1.0,3490
מחשב נייד Lenovo IdeaPad L3 15IML05 82HL0049IV לנובו,Lenovo,NaN,2.2,ללא,8.0,Intel Core i5,2400.0,256.0,SSD,15.6,IPS,1920x1080,0.0,2689
מחשב נייד Dell Vostro 3510 VM-RD09-13861 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2343
מחשב נייד Dell Vostro 3510 VM-RD09-13862 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1877
מחשב נייד HP 15-dw2017nj 3A594EA,HP,NaN,1.75,Windows  10,8.0,Intel Core i5,1000.0,512.0,SSD,15.6,IPS,1920x1080,0.0,2990
מחשב נייד Lenovo IdeaPad 1 15IJL7 82LX0021IV לנובו,Lenovo,NaN,1.45,ללא,8.0,Intel Pentium Silver,1100.0,NaN,NaN,15.6,LCD,1920x1080,0.0,1390
מחשב נייד Dell Vostro V3500-4212 דל,Dell,NaN,1.78,Windows  10,8.0,Intel Core i5,2400.0,256.0,SSD,15.6,LCD,1920x1080,0.0,2898
