name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo IdeaPad 3 15ITL6 82H80242IV לנובו,Lenovo,NaN,1.65,NaN,8.0,Intel Core i3,3000.0,NaN,NaN,15.6,LCD,1920x1080,0.0,1648
מחשב נייד Lenovo IdeaPad Flex 5 16IAU7 82R8005WIV לנובו,Lenovo,NaN,2.1,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,16.0,IPS,1920x1200,1.0,4599
מחשב נייד Dell Latitude 7430 LT-RD33-14112 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5550
מחשב נייד Acer Aspire 5 14 A514-54-36HR NX.A23EC.002 אייסר,Acer,NaN,1.7,ללא,8.0,Intel Core i3,3000.0,256.0,SSD,14.0,LCD,1920x1080,0.0,1390
מחשב נייד Lenovo Yoga 9 14IAP7 82LU0025IV לנובו,Lenovo,NaN,1.4,NaN,16.0,Intel Core i5,NaN,NaN,NaN,14.0,OLED,2880X1800,1.0,6143
מחשב נייד HP EliteBook 840 G9 6T1S3EA,HP,NaN,1.36,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,LCD,1920x1200,1.0,5682
מחשב נייד Dell Latitude 5431 L5431-7118 דל,Dell,NaN,1.36,Windows 10 PRO,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,LCD,1920x1080,0.0,5989
מחשב נייד Lenovo ThinkPad L14 Gen 3 21C1002LIV לנובו,Lenovo,NaN,1.39,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,IPS,1920x1080,0.0,5297
מחשב נייד Lenovo Yoga 7 16IAH7 82UF004MIV לנובו,Lenovo,NaN,NaN,NaN,32.0,Intel Core i7,3500.0,NaN,NaN,16.0,LCD,2560x1600,1.0,7403
מחשב נייד Lenovo ThinkBook 14s Yoga ITL 20WE006CIV לנובו,Lenovo,NaN,1.5,NaN,16.0,Intel Core i5,2400.0,256.0,SSD,14.0,IPS,1920x1080,1.0,3589
מחשב נייד Dell Latitude 5430 L5430-7009 דל,Dell,NaN,NaN,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,LCD,1920x1080,0.0,5297
מחשב נייד Dell Inspiron 5510 IN-RD33-13964 דל,Dell,NaN,1.57,ללא,16.0,Intel Core i5,3200.0,NaN,NaN,15.6,LED,1920x1080,0.0,3250
מחשב נייד Apple MacBook Pro13.3 MWP42HB/A אפל,Apple,NaN,1.4,MacOS,16.0,Intel Core i5,2000.0,512.0,SSD,13.3,IPS,2560x1600,0.0,7090
מחשב נייד Lenovo ThinkPad E14 Gen 4 21E300C5IV לנובו,Lenovo,NaN,1.64,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,IPS,1920x1080,0.0,4300
מחשב נייד Lenovo Yoga Duet 7 13IML05 82AS007SIV לנובו,Lenovo,NaN,0.36,Windows  10,8.0,Intel Core i5,1600.0,256.0,SSD,13.0,IPS,2160x1350,1.0,4990
מחשב נייד Lenovo Legion 5 Pro 16IAH7H 82RF007MIV לנובו,Lenovo,NaN,2.49,NaN,16.0,Intel Core i7,NaN,1000.0,SSD,16.0,IPS,2560x1600,0.0,7837
מחשב נייד Lenovo IdeaPad 5G 14Q 82KF000DIV לנובו,Lenovo,NaN,1.2,Windows 10 PRO,8.0,Qualcomm Snapdragon,NaN,NaN,NaN,14.0,IPS,1920x1080,0.0,3771
מחשב נייד Dell Vostro 3400 V3400-2422 דל,Dell,NaN,1.59,Windows  10,8.0,Intel Core i5,2400.0,512.0,SSD,14.0,LCD,1920x1080,0.0,3270
מחשב נייד Dell Inspiron 3511 N3511-7123 דל,Dell,NaN,1.73,NaN,16.0,Intel Core i7,1200.0,NaN,NaN,15.6,LCD,1920x1080,0.0,3484
מחשב נייד Asus P2540FA-DM0510 אסוס,Asus,NaN,2.06,ללא,8.0,Intel Core i5,1600.0,512.0,SSD,15.6,LCD,1920x1080,0.0,2890
