name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo Legion 5 Pro 16ITH6 82JD0079IV לנובו,Lenovo,NaN,2.3,ללא,16,Intel Core i7,2300.0,NaN,NaN,16.0,IPS,2560x1600,0,7489
מחשב נייד Dell XPS 17 9710 XP-RD33-13834 דל,Dell,NaN,2.51,NaN,64,Intel Core i9,3060.0,NaN,NaN,17.0,LCD,3840X2400,1,18510
מחשב נייד Lenovo Yoga 9 14IRP8 83B10038IV לנובו,Lenovo,NaN,1.4,NaN,16,Intel Core i7,NaN,NaN,NaN,14.0,OLED,2880X1800,1,7837
מחשב נייד Lenovo Yoga 9 15IMH5 82DE001MIV לנובו,Lenovo,NaN,2.0,Windows 10 PRO,16,Intel Core i7,2600.0,1000.0,SSD,15.6,IPS,1920x1080,1,8112
מחשב נייד Dynabook Tecra A40-K-11A,Dynabook,NaN,1.45,Windows 10 PRO,16,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1080,1,6399
מחשב נייד Asus ZenBook Pro Duo 15 OLED UX582ZM-H2045W אסוס,Asus,NaN,2.34,NaN,32,Intel Core i7,3500.0,NaN,NaN,15.6,OLED,3840X2400,1,11990
מחשב נייד Lenovo ThinkPad P15v Gen 2 21A9000GIV לנובו,Lenovo,NaN,2.07,Windows 10 PRO,32,Intel Core i7,2300.0,NaN,NaN,15.6,IPS,3840x2160,0,8585
מחשב נייד Asus Zenbook Pro Duo 15 OLED UX582ZW-H2021W אסוס,Asus,NaN,2.34,NaN,32,Intel Core i7,2700.0,NaN,NaN,15.6,OLED,3840x2160,0,12540
מחשב נייד Microsoft Surface Laptop 4 13.5 i5 16GB 512GB מיקרוסופט,Microsoft,NaN,1.27,Windows 10 PRO,16,Intel Core i5,2600.0,512.0,NaN,13.5,LCD,2256x1504,0,7690
מחשב נייד HP ZBook Studio G8 62T35EA,HP,NaN,1.79,NaN,32,Intel Core i7,3200.0,NaN,NaN,15.6,LCD,3840x2160,0,14490
מחשב נייד Lenovo Legion 5 15ITH6 82JH007GIV לנובו,Lenovo,NaN,2.4,ללא,32,Intel Core i7,2300.0,1000.0,SSD,15.6,IPS,2560x1440,0,7890
