name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo IdeaPad 3 15IAU7 82RK00CVIV לנובו,Lenovo,NaN,NaN,ללא,8.0,Intel Core i5,3300.0,NaN,NaN,15.6,LCD,1920x1080,0.0,1959
מחשב נייד Dell Vostro 3520 V3520-7069 דל,Dell,NaN,1.66,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,LCD,1920x1080,0.0,3574
מחשב נייד Lenovo IdeaPad 3 17IAU7 82RL004TIV לנובו,Lenovo,NaN,NaN,ללא,16.0,Intel Core i5,3300.0,NaN,NaN,17.3,IPS,1920x1080,0.0,3017
מחשב נייד Asus VivoBook 15 X1500EP-BQ587 אסוס,Asus,NaN,1.8,ללא,8.0,Intel Core i5,2400.0,NaN,NaN,15.6,LCD,1920x1080,0.0,2516
מחשב נייד Dell Vostro V3500-4335 דל,Dell,NaN,1.78,Windows  10,8.0,Intel Core i5,2400.0,512.0,SSD,15.6,LCD,1920x1080,0.0,3180
מחשב נייד Lenovo IdeaPad Flex 5 14IAU7 82R7009UIV לנובו,Lenovo,NaN,1.5,NaN,16.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1200,1.0,3869
מחשב נייד Lenovo IdeaPad 3 17IAU7 82RL004HIV לנובו,Lenovo,NaN,NaN,ללא,16.0,Intel Pentium,3300.0,NaN,NaN,17.3,LCD,1600x900,0.0,1740
מחשב נייד Asus X415EA-EB253T אסוס,Asus,NaN,1.6,Windows  10,16.0,Intel Core i7,2800.0,1000.0,SSD,14.0,LED,1920x1080,0.0,4290
מחשב נייד Lenovo ThinkBook 16p G2 ACH 20YM002TIV לנובו,Lenovo,NaN,1.99,NaN,16.0,AMD Ryzen 7,NaN,1000.0,SSD,16.0,IPS,2560x1600,0.0,5179
מחשב נייד Lenovo IdeaPad 3 17IAU7 82RL004LIV לנובו,Lenovo,NaN,NaN,NaN,8.0,Intel Core i3,3300.0,NaN,NaN,17.3,LCD,1600x900,0.0,2268
מחשב נייד Lenovo IdeaPad Flex 5 14ITL05 82HS006EIV לנובו,Lenovo,NaN,1.5,Windows  10,4.0,Intel Core i3,3000.0,256.0,SSD,14.0,IPS,1920x1080,1.0,2990
מחשב נייד HP ProBook 430 G8 32M42EA,HP,NaN,1.28,ללא,8.0,Intel Core i5,2400.0,512.0,SSD,13.3,IPS,1920x1080,0.0,2490
מחשב נייד Lenovo Legion 5 16ITH6 82L900B1IV לנובו,Lenovo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4008
מחשב נייד Lenovo ThinkPad E15 Gen 4 21E60093IV לנובו,Lenovo,NaN,1.7,NaN,16.0,Intel Core i5,3300.0,NaN,NaN,15.6,IPS,1920x1080,0.0,3776
מחשב נייד Apple MacBook Pro MYDA2HB/A אפל,Apple,NaN,1.4,MacOS,8.0,NaN,NaN,256.0,SSD,13.3,LED,2560x1600,0.0,5399
מחשב נייד Lenovo IdeaPad Flex 5 16IAU7 82R8005MIV לנובו,Lenovo,NaN,2.1,NaN,16.0,Intel Core i5,3300.0,NaN,NaN,16.0,IPS,1920x1200,1.0,3630
מחשב נייד Asus ZenBook 14 UX435EG-AI519W אסוס,Asus,NaN,1.29,NaN,16.0,Intel Core i7,2800.0,512.0,SSD,14.0,LCD,1920x1080,1.0,4401
מחשב נייד HP ProBook 430 G8 5N4H1EA,HP,NaN,1.28,NaN,8.0,Intel Core i5,2400.0,NaN,NaN,13.3,LCD,1920x1080,0.0,3171
מחשב נייד HP ProBook 450 G8 59S02EA,HP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3089
מחשב נייד Lenovo ThinkPad E14 Gen 4 21E30082IV לנובו,Lenovo,NaN,1.64,ללא,8.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1080,0.0,2771
מחשב נייד Apple MacBook Air 13 Z1280006B אפל,Apple,NaN,1.29,MacOS,16.0,NaN,NaN,512.0,SSD,13.3,LED,NaN,0.0,5599
מחשב נייד Lenovo IdeaPad 3 15IAU7 82RK00CQIV לנובו,Lenovo,NaN,NaN,NaN,8.0,Intel Core i3,3300.0,NaN,NaN,15.6,LCD,1920x1080,0.0,1900
מחשב נייד Lenovo IdeaPad 5-14ITL05 82FE005VIV לנובו,Lenovo,NaN,1.5,Windows  10,8.0,Intel Core i5,2400.0,256.0,SSD,14.0,IPS,1920x1080,0.0,3190
מחשב נייד Lenovo IdeaPad Flex 5 14IAU7 82R7009FIV לנובו,Lenovo,NaN,1.5,NaN,8.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1200,1.0,3170
מחשב נייד Asus ZenBook 14 UX435EG-AI526W אסוס,Asus,NaN,1.29,NaN,16.0,Intel Core i5,2400.0,NaN,NaN,14.0,LCD,1920x1080,1.0,3748
מחשב נייד Lenovo IdeaPad 3 15ITL6 82H800DTIV לנובו,Lenovo,NaN,1.65,ללא,8.0,Intel Core i5,2400.0,256.0,SSD,15.6,LCD,1920x1080,0.0,2003
מחשב נייד Lenovo ThinkPad E14 Gen 4 21E300C4IV לנובו,Lenovo,NaN,1.64,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,14.0,IPS,1920x1080,0.0,4116
מחשב נייד Xiaomi Redmibook 16 JYU4286CN שיאומי,Xiaomi,NaN,1.8,Windows  10,16.0,Intel Core i7,1300.0,512.0,SSD,16.1,IPS,1920x1080,0.0,3399
מחשב נייד Asus VivoBook 16X X1603ZA-L2068W אסוס,Asus,NaN,1.8,NaN,8.0,Intel Core i5,3300.0,NaN,NaN,16.0,OLED,3840X2400,0.0,3560
מחשב נייד Lenovo IdeaPad Yoga 7 14IAL7 82QE008CIV לנובו,Lenovo,NaN,1.45,NaN,8.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,NaN,1.0,4299
מחשב נייד Lenovo ThinkPad E15 20RD003KIV לנובו,Lenovo,NaN,1.9,ללא,8.0,Intel Core i5,1600.0,256.0,SSD,15.6,IPS,1920x1080,0.0,2888
