name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Asus ZenBook Pro 15 UX582LR-H2017T אסוס,Asus,NaN,2.34,Windows  10,32.0,Intel Core i7,2200.0,NaN,NaN,15.6,OLED,3840x2160,1.0,13990
מחשב נייד Dell XPS 17 9720 XP-RD33-13530 דל,Dell,NaN,2.51,NaN,64.0,Intel Core i7,2700.0,NaN,NaN,17.0,LCD,1920x1200,0.0,14090
מחשב נייד HP ZBook Power G9 69Q22EA,HP,NaN,NaN,Windows 10 PRO,32.0,Intel Core i9,2900.0,NaN,NaN,15.6,IPS,3840x2160,1.0,10590
מחשב נייד Dell XPS 15 XPS15-9221 דל,Dell,NaN,2.05,Windows 10 PRO,32.0,Intel Core i9,2500.0,NaN,NaN,15.6,LCD,3840X2400,1.0,15790
מחשב נייד Dell XPS 13 Plus 9320 XP-RD33-13663 דל,Dell,NaN,1.26,NaN,32.0,Intel Core i7,NaN,NaN,NaN,13.4,LCD,3840X2400,1.0,10950
מחשב נייד Asus ROG Strix SCAR 15 G533QS-HF119T אסוס,Asus,NaN,2.3,Windows  10,32.0,AMD Ryzen 7,3200.0,NaN,NaN,15.6,IPS,1920x1080,0.0,13149
מחשב נייד Lenovo Legion 7 16ITHg6 82K6004JIV לנובו,Lenovo,NaN,2.5,ללא,32.0,Intel Core i9,3300.0,NaN,NaN,16.0,IPS,2560x1600,0.0,14190
מחשב נייד HP ZBook Studio G8 62T23EA,HP,NaN,1.79,NaN,32.0,Intel Core i7,2500.0,1000.0,SSD,15.6,LCD,1920x1080,0.0,12150
מחשב נייד Lenovo ThinkPad X1 Yoga Gen 7 21CD0060IV לנובו,Lenovo,NaN,1.38,NaN,32.0,Intel Core i7,NaN,2000.0,SSD,14.0,OLED,3840X2400,1.0,14437
מחשב נייד Dell Precision 7670 PM-RD33-13728 דל,Dell,NaN,NaN,NaN,32.0,Intel Core i9,NaN,NaN,NaN,16.0,LCD,1920x1200,0.0,14990
