name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Dell Latitude 5530 LT-RD33-14095 דל,Dell,NaN,1.59,Windows 10 PRO,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,LCD,1920x1080,0.0,5571
מחשב נייד HP 15-dw3015nj 307Z9EA,HP,NaN,1.75,ללא,8.0,Intel Core i5,2400.0,512.0,SSD,15.6,IPS,1920x1080,0.0,2499
מחשב נייד Asus UX363EA-HP540W אסוס,Asus,NaN,1.3,NaN,8.0,Intel Core i5,2400.0,NaN,NaN,13.3,OLED,1920x1080,0.0,3190
מחשב נייד Dell Vostro 5410 VM-RD09-13876 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3599
מחשב נייד Lenovo Yoga Slim 7 14ITL05 82A3005MIV לנובו,Lenovo,NaN,1.36,Windows  10,16.0,Intel Core i7,2800.0,1000.0,SSD,14.0,IPS,1920x1080,0.0,5950
מחשב נייד Dell Latitude 3420 LT-RD33-14107 דל,Dell,NaN,1.52,NaN,8.0,Intel Core i7,2800.0,NaN,NaN,14.0,LCD,1920x1080,0.0,4025
מחשב נייד Dell Vostro 7620 V7620-7662 דל,Dell,NaN,1.96,NaN,16.0,Intel Core i7,2700.0,NaN,NaN,16.0,LCD,1920x1200,0.0,6289
מחשב נייד Dell Vostro 5502 VM-RD09-12516 דל,Dell,NaN,1.64,Windows  10,16.0,Intel Core i7,2800.0,512.0,SSD,15.6,LCD,1920x1080,0.0,5321
מחשב נייד Lenovo ThinkPad X1 Carbon Gen 10 21CB0074IV לנובו,Lenovo,NaN,1.12,NaN,16.0,Intel Core i7,NaN,NaN,NaN,14.0,IPS,1920x1200,1.0,9992
מחשב נייד HP 250 G8 2X7L0EA,HP,NaN,1.74,ללא,8.0,Intel Core i3,3000.0,256.0,SSD,15.6,LCD,1920x1080,0.0,1512
מחשב נייד Lenovo IdeaPad Gaming 3 15IAH7 82S900GJIV לנובו,Lenovo,NaN,NaN,NaN,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,IPS,1920x1080,0.0,5293
מחשב נייד Asus ExpertBook B1 B1500CEAE-BQ2867 אסוס,Asus,NaN,1.73,ללא,16.0,Intel Core i5,2400.0,NaN,NaN,15.6,LCD,1920x1080,0.0,2811
מחשב נייד Dell Latitude 7530 LT-RD33-13911 דל,Dell,NaN,1.54,Windows 10 PRO,32.0,Intel Core i7,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,7652
