name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo ThinkPad P14s Gen2 20VX000YIV לנובו,Lenovo,NaN,1.46,Windows 10 PRO,16.0,Intel Core i7,2800.0,1000.0,SSD,14.0,LCD,1920x1080,0.0,7793
מחשב נייד Lenovo Legion 5 Pro 16IAH7H 82RF007XIV לנובו,Lenovo,NaN,2.49,ללא,32.0,Intel Core i7,3500.0,NaN,NaN,16.0,IPS,2560x1600,0.0,9888
מחשב נייד Acer Predator Triton 500 SE PT516-52s-70LD NH.QFQEC.003 אייסר,Acer,NaN,2.4,NaN,32.0,Intel Core i7,NaN,NaN,NaN,16.0,LED,2560x1600,0.0,10549
מחשב נייד HP Zbook Fury G8 314J1EA,HP,NaN,2.35,Windows 10 PRO,16.0,Intel Core i7,2300.0,512.0,SSD,15.6,LCD,1920x1080,0.0,8790
מחשב נייד Lenovo ThinkPad P14s Gen 2 20VX006CIV לנובו,Lenovo,NaN,1.46,Windows 10 PRO,16.0,Intel Core i7,2800.0,512.0,SSD,14.0,IPS,1920x1080,1.0,5190
מחשב נייד Dynabook Tecra A40-K-11C,Dynabook,NaN,1.45,Windows 10 PRO,16.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1080,1.0,4924
מחשב נייד Dell Latitude 5420 LT-RD33-13241 דל,Dell,NaN,1.37,Windows 10 PRO,16.0,Intel Core i7,3000.0,512.0,SSD,14.0,LCD,1920x1080,0.0,5815
מחשב נייד Dell Precision 7770 PM-RD33-13858 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14652
מחשב נייד Apple MacBook Air 13 MVH52HB/A אפל,Apple,NaN,1.2,MacOS,8.0,Intel Core i5,NaN,512.0,SSD,13.3,IPS,2560x1600,0.0,4500
מחשב נייד Dell XPS 13 Plus 9320 XP-RD33-13660 דל,Dell,NaN,1.26,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.4,OLED,3456X2160,1.0,9799
מחשב נייד Lenovo ThinkPad X13 Gen 2 20WK00ABIV לנובו,Lenovo,NaN,1.31,Windows 10 PRO,16.0,Intel Core i5,2400.0,NaN,NaN,13.3,IPS,1920x1200,0.0,6450
מחשב נייד Lenovo ThinkPad T14s Gen 3 21BR003AIV לנובו,Lenovo,NaN,1.21,NaN,16.0,Intel Core i7,NaN,NaN,NaN,14.0,IPS,1920x1200,0.0,7367
מחשב נייד Lenovo Yoga Slim 7 Carbon 13IAP7 82U9006QIV לנובו,Lenovo,NaN,0.98,NaN,16.0,Intel Core i5,3300.0,NaN,NaN,13.3,IPS,2560x1600,1.0,5379
מחשב נייד Microsoft Surface Laptop 5 13.5  i7 16GB 256GB RB1-00024 מיקרוסופט,Microsoft,NaN,1.3,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.5,LCD,2256x1504,1.0,8831
מחשב נייד Dell XPS 13 9305 XP-RD33-13595 דל,Dell,NaN,1.23,NaN,16.0,Intel Core i7,2800.0,NaN,NaN,13.3,LCD,3840x2160,1.0,8187
מחשב נייד Lenovo ThinkPad P15s Gen 2 20W6005JIV לנובו,Lenovo,NaN,1.75,Windows 10 PRO,32.0,Intel Core i7,2800.0,1000.0,SSD,15.6,IPS,1920x1080,1.0,6999
מחשב נייד Dell Inspiron 7368 IN-RD33-11089 דל,Dell,NaN,1.45,Windows  10,16.0,Intel Core i5,1600.0,512.0,SSD,13.3,IPS,1920x1080,1.0,5999
מחשב נייד Asus ExpertBook B9 B9400CEA-KC0435R אסוס,Asus,NaN,0.88,Windows 10 PRO,16.0,Intel Core i7,2800.0,512.0,SSD,14.0,LCD,1920x1080,0.0,6399
מחשב נייד Lenovo ThinkPad P15s Gen 2 20W6000XIV לנובו,Lenovo,NaN,1.75,Windows 10 PRO,16.0,Intel Core i7,2800.0,512.0,SSD,15.6,IPS,1920x1080,0.0,6015
מחשב נייד Dell Latitude 5420 L5420-7834 דל,Dell,NaN,1.4,NaN,16.0,Intel Core i7,3000.0,NaN,NaN,14.0,LCD,1920x1080,0.0,5955
מחשב נייד Lenovo Legion 5 Pro 16IAH7H 82RF0080IV לנובו,Lenovo,NaN,NaN,NaN,NaN,NaN,2900.0,NaN,NaN,NaN,NaN,NaN,NaN,9924
מחשב נייד Lenovo Legion 5 Pro 16ITH6 82JD007CIV לנובו,Lenovo,NaN,2.3,NaN,32.0,Intel Core i7,2300.0,NaN,NaN,16.0,IPS,2560x1600,0.0,8890
מחשב נייד Dell XPS15 9520 XPS15-7113 דל,Dell,NaN,1.83,Windows 10 PRO,32.0,Intel Core i7,NaN,NaN,NaN,15.6,LCD,1920x1080,1.0,12989
מחשב נייד HP ZBook Power G8 313T0EA,HP,NaN,1.89,Windows 10 PRO,32.0,Intel Core i7,2300.0,1000.0,SSD,15.6,IPS,3840x2160,NaN,9090
מחשב נייד Apple MacBook Pro 16 M1 Max Z14X0006T אפל,Apple,NaN,2.1,MacOS,32.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,11464
מחשב נייד HP EliteBook 1030 5Z659EA,HP,NaN,1.21,NaN,16.0,Intel Core i7,2800.0,NaN,NaN,13.3,LCD,1920x1080,1.0,8095
מחשב נייד Dell Precision 5570 PM-RD33-13639 דל,Dell,NaN,NaN,Windows 10 PRO,32.0,Intel Core i9,NaN,1000.0,SSD,15.6,LCD,1920x1200,0.0,13051
מחשב נייד Lenovo Legion 5 16ITH6 82JD006WIV לנובו,Lenovo,NaN,2.3,NaN,16.0,Intel Core i7,2300.0,NaN,NaN,16.0,IPS,2560x1600,0.0,6972
מחשב נייד Asus ROG Zephyrus G15 GA503RW-LN091 אסוס,Asus,NaN,1.9,ללא,16.0,AMD Ryzen 9,3000.0,NaN,NaN,15.6,LCD,NaN,0.0,9630
מחשב נייד Asus ROG Zephyrus Duo 16 GX650RS-LB054W אסוס,Asus,NaN,NaN,NaN,32.0,AMD Ryzen 9,3300.0,NaN,NaN,16.0,LCD,1920x1200,0.0,18290
מחשב נייד Lenovo ThinkPad X1 Yoga Gen 6 20XY003FIV לנובו,Lenovo,NaN,1.39,Windows 10 PRO,16.0,Intel Core i7,2800.0,NaN,NaN,14.0,IPS,1920x1200,1.0,8190
מחשב נייד Dell Latitude 5420 L5420-7654 דל,Dell,NaN,1.4,Windows 10 PRO,16.0,Intel Core i7,3000.0,NaN,NaN,14.0,LCD,1920x1080,0.0,6300
מחשב נייד Acer ConceptD 5 CN516-72P-77WE NX.C6AET.003 אייסר,Acer,NaN,2.4,NaN,32.0,Intel Core i7,2300.0,NaN,NaN,16.0,LED,NaN,0.0,9487
מחשב נייד Microsoft Surface Laptop 4 15 Ryzen 7 8GB 256GB מיקרוסופט,Microsoft,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6759
מחשב נייד Asus ROG Strix SCAR 17 G733ZS-KH013W אסוס,Asus,NaN,NaN,NaN,NaN,NaN,2900.0,NaN,NaN,NaN,NaN,NaN,NaN,13901
מחשב נייד Lenovo ThinkPad X1 Yoga Gen 6 20XY004RIV לנובו,Lenovo,NaN,1.39,Windows 10 PRO,16.0,Intel Core i7,2800.0,NaN,NaN,14.0,IPS,1920x1200,1.0,9217
מחשב נייד Lenovo Legion 7 16ARHA7 82UH0057IV לנובו,Lenovo,NaN,2.53,NaN,32.0,AMD Ryzen 9,3300.0,NaN,NaN,16.0,IPS,2560x1600,0.0,10048
מחשב נייד Dell Precision 5570 PM-RD33-13703 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13490
מחשב נייד Asus ExpertBook B9 B9400CEA-KC1235X אסוס,Asus,NaN,NaN,NaN,16.0,Intel Core i7,2800.0,512.0,SSD,14.0,LCD,1920x1080,0.0,6490
מחשב נייד Microsoft Surface Laptop 4 15 i7 8GB 512GB מיקרוסופט,Microsoft,NaN,1.54,Windows 10 PRO,8.0,Intel Core i7,3000.0,512.0,NaN,15.0,LCD,NaN,1.0,7290
מחשב נייד Apple MacBook Pro 14 M1 Pro Z15J000NB אפל,Apple,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11547
מחשב נייד HP ZBook Firefly G9 6B889EA,HP,NaN,1.8,Windows 10 PRO,16.0,Intel Core i7,3500.0,NaN,NaN,16.0,IPS,1920x1200,0.0,6999
מחשב נייד Lenovo ThinkPad P15 Gen 2 20YQ000TIV לנובו,Lenovo,NaN,2.87,Windows 10 PRO,32.0,Intel Core i9,2600.0,1000.0,SSD,15.6,IPS,1920x1080,0.0,11222
מחשב נייד Lenovo ThinkPad T15g Gen 2 20YS0004IV לנובו,Lenovo,NaN,2.87,Windows 10 PRO,16.0,Intel Core i7,2300.0,512.0,SSD,15.6,IPS,1920x1080,0.0,10500
מחשב נייד Dell XPS 15 9520 XP-RD33-13526 דל,Dell,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10890
מחשב נייד Dell Latitude 7320 LT-RD33-13246 דל,Dell,NaN,1.12,NaN,16.0,Intel Core i7,3000.0,NaN,NaN,13.3,LCD,1920x1080,0.0,6283
מחשב נייד Dell XPS 13 Plus 9320 XP-RD33-13829 דל,Dell,NaN,1.26,NaN,32.0,Intel Core i7,NaN,NaN,NaN,13.4,LCD,3840X2400,1.0,11486
מחשב נייד HP EliteBook 840 G8 4L0C7EA,HP,NaN,1.13,NaN,32.0,Intel Core i7,2800.0,NaN,NaN,14.0,LCD,1920x1080,0.0,7390
