name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Apple MacBook Pro 14 M2 Max Z17J000S1 אפל,Apple,NaN,1.6,MacOS,64.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,15017
מחשב נייד Apple MacBook Pro 14 Z17G001N5 אפל,Apple,NaN,1.6,MacOS,16.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,8359
מחשב נייד Apple MacBook Pro 16 M1 Max Z14V000EM אפל,Apple,NaN,2.1,MacOS,64.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,18385
מחשב נייד Apple MacBook Pro 16 M1 Max Z14Y000EU אפל,Apple,NaN,2.1,MacOS,64.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,18385
מחשב נייד Apple MacBook Pro 14 M1 Pro Z15J-PRO1014-HB אפל,Apple,NaN,1.6,MacOS,16.0,M1,NaN,NaN,NaN,NaN,LCD,NaN,0.0,8985
מחשב נייד Asus Zenbook R5 UM425QA-KI19 אסוס,Asus,NaN,1.3,ללא,8.0,AMD Ryzen 5,NaN,NaN,NaN,14.0,LCD,1920x1080,0.0,2990
מחשב נייד Acer Aspire 5 NX.K5EEC.002 אייסר,Acer,NaN,1.49,ללא,8.0,Intel Core i5,NaN,NaN,NaN,14.0,IPS,1920x1080,0.0,2348
מחשב נייד Apple MacBook Pro 14 M1 Pro Z15K-HB-KIT אפל,Apple,NaN,1.6,MacOS,16.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,10636
מחשב נייד Asus VivoBook 14 K413EA-EK2454 אסוס,Asus,NaN,1.4,ללא,8.0,Intel Core i7,NaN,NaN,NaN,14.0,LED,1920x1080,0.0,2249
מחשב נייד Apple MacBook Pro 14 Z17G001NA אפל,Apple,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8392
מחשב נייד Lenovo V15 G2 ALC 82KD002RAK לנובו,Lenovo,NaN,1.7,ללא,8.0,AMD Ryzen 5,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,1530
מחשב נייד Dell Inspiron 5420 IN-RD33-14147 דל,Dell,NaN,1.54,NaN,16.0,Intel Core i7,NaN,NaN,NaN,14.0,LCD,1920x1200,0.0,5290
מחשב נייד Gigabyte G5 15 G5-KF-E3EE313SH,Gigabyte,NaN,1.99,NaN,16.0,Intel Core i5,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,5000
מחשב נייד Asus TUF F15 FX507ZM-HN149 אסוס,Asus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6854
מחשב נייד Dynabook Portege X30L-K-13N,Dynabook,NaN,NaN,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1080,1.0,6526
מחשב נייד Dynabook Portege X30L-K-13M,Dynabook,NaN,NaN,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1080,1.0,7192
מחשב נייד Dynabook Portege X30L-K-14U,Dynabook,NaN,NaN,NaN,32.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1080,1.0,7413
מחשב נייד Dynabook Portege X30W-K-10G,Dynabook,NaN,NaN,NaN,32.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1080,1.0,11079
מחשב נייד Dynabook Tecra A50-K-1K4,Dynabook,NaN,1.9,Windows 10 PRO,32.0,Intel Core i7,NaN,NaN,NaN,15.6,IPS,1920x1080,0.0,6969
מחשב נייד Dynabook Portege X30L-K-14T,Dynabook,NaN,NaN,NaN,32.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1080,1.0,8078
מחשב נייד Asus VivoBook X1500-EJ3117 אסוס,Asus,NaN,1.85,ללא,8.0,Intel Core i3,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,1535
מחשב נייד Apple MacBook Pro 14 Z17G001NJ אפל,Apple,NaN,1.6,MacOS,32.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,10829
מחשב נייד Apple MacBook Pro 16 M2 Max MNWA3HB/A MNWE3HB/A אפל,Apple,NaN,2.1,MacOS,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,14890
מחשב נייד Asus Vivobook S 14 Flip TP3402VA-KN049W אסוס,Asus,NaN,1.5,NaN,8.0,Intel Core i5,NaN,NaN,NaN,14.0,OLED,2880X1800,1.0,4420
מחשב נייד Microsoft Surface Laptop 5 13.5 i7 16GB 512GB RBH-00062 מיקרוסופט,Microsoft,NaN,1.3,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.5,LCD,2256x1504,1.0,9462
מחשב נייד Lenovo IdeaPad 3 15ITL6 82H8039AIV לנובו,Lenovo,NaN,1.65,NaN,16.0,Intel Core i7,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,2989
מחשב נייד Asus ROG Strix 16 G614JI-N4099 אסוס,Asus,NaN,2.5,ללא,16.0,Intel Core i9,NaN,NaN,NaN,16.0,IPS,2560x1600,0.0,10490
מחשב נייד Apple MacBook Pro 14 Z17H0013G אפל,Apple,NaN,1.6,MacOS,16.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,10539
מחשב נייד Asus Vivobook 15 K513EA-L11072 אסוס,Asus,NaN,NaN,NaN,8.0,Intel Core i5,2400.0,512.0,NaN,15.6,NaN,NaN,NaN,3065
מחשב נייד Apple MacBook Pro 16 M1 Max Z14Y000E8 אפל,Apple,NaN,2.1,MacOS,32.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,14058
מחשב נייד Gigabyte G5 15 G5-MF-E2EE333SH,Gigabyte,NaN,1.9,NaN,8.0,Intel Core i5,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,4690
מחשב נייד Asus TUF Gaming F17 FX707ZE-HX074 אסוס,Asus,NaN,2.6,ללא,32.0,Intel Core i7,NaN,NaN,NaN,17.3,LCD,1920x1080,0.0,4976
מחשב נייד Asus TUF Gaming F15 FX506HF-HN018 אסוס,Asus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3189
מחשב נייד Dell Latitude 5330 L5530-8022 דל,Dell,NaN,1.59,ללא,16.0,Intel Core i7,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,6248
מחשב נייד Dell Vostro 3510 V3510-6086 דל,Dell,NaN,1.69,ללא,16.0,Intel Core i5,NaN,NaN,NaN,15.6,LED,1920x1080,0.0,2890
מחשב נייד Acer Extensa 15 NX.EG8ET.02V אייסר,Acer,NaN,1.9,ללא,8.0,Intel Core i5,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,1620
מחשב נייד HP Pavilion Laptop 15-eg3006nj 7Z560EA,HP,NaN,1.75,NaN,16.0,Intel Core i5,NaN,NaN,NaN,15.6,IPS,1920x1080,0.0,3990
מחשב נייד Samsung Galaxy Book3 Ultra 16 NP960XFH-XA2US סמסונג,Samsung,NaN,1.79,NaN,16.0,Intel Core i7,NaN,NaN,NaN,16.0,LED,2880X1800,0.0,8890
מחשב נייד Dell Vostro 3420 V3420-14158 דל,Dell,NaN,1.5,NaN,8.0,Intel Core i5,NaN,NaN,NaN,14.0,LED,1920x1080,0.0,2200
מחשב נייד Asus ROG Strix G16 G614JI-N4096 אסוס,Asus,NaN,2.5,ללא,32.0,Intel Core i9,NaN,NaN,NaN,16.0,IPS,2560x1600,0.0,10389
מחשב נייד Asus TUF Gaming F15 FX507VV4-LP074W אסוס,Asus,NaN,2.2,NaN,32.0,Intel Core i9,NaN,NaN,NaN,15.6,IPS,1920x1080,0.0,8832
מחשב נייד Apple MacBook Pro 14 M2 MAX Z17G001NX אפל,Apple,NaN,1.6,MacOS,64.0,NaN,NaN,NaN,NaN,NaN,LCD,NaN,0.0,14459
מחשב נייד Asus FX506HF-HN036 אסוס,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3590
מחשב נייד Asus ROG Strix G18 G814JI-N6094W אסוס,Asus,NaN,NaN,NaN,32.0,Intel Core i7,NaN,NaN,NaN,NaN,LCD,2560x1600,0.0,10721
מחשב נייד Asus VivoBook X1500-EJ3392 אסוס,Asus,NaN,1.85,ללא,16.0,Intel Core i5,NaN,NaN,NaN,15.6,IPS,1920x1080,0.0,2199
מחשב נייד MSI GF65 Thin,MSI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5990
מחשב נייד Asus Vivobook 15 X1504VA-BQ006 אסוס,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2390
מחשב נייד HP Victus Gaming 15-Fa1023n 800J8EA,HP,NaN,NaN,ללא,16.0,Intel Core i5,NaN,NaN,NaN,15.6,IPS,1920x1080,0.0,5193
