name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Lenovo ThinkBook 14 G4 IAP 21DH006SIV לנובו,Lenovo,NaN,1.4,ללא,8.0,Intel Core i5,3300.0,NaN,NaN,14.0,IPS,1920x1080,0.0,2701
מחשב נייד Asus GA401QM-HZ150T אסוס,Asus,NaN,1.7,Windows  10,16.0,AMD Ryzen 7,2800.0,1000.0,SSD,14.0,IPS,1920x1080,0.0,8586
מחשב נייד Lenovo ThinkPad X13 Gen 3 21BN0031IV לנובו,Lenovo,NaN,1.29,NaN,16.0,Intel Core i7,NaN,NaN,NaN,13.3,IPS,1920x1200,0.0,6585
מחשב נייד Lenovo IdeaPad Yoga 9 14ITL5 82BG004VIV לנובו,Lenovo,NaN,1.44,Windows 10 PRO,16.0,Intel Core i7,3000.0,512.0,SSD,14.0,IPS,1920x1080,1.0,7590
מחשב נייד Dell Latitude 7430 LT-RD33-13695 דל,Dell,NaN,1.27,NaN,16.0,Intel Core i5,3300.0,NaN,NaN,14.0,LCD,1920x1080,0.0,5700
מחשב נייד Asus VivoBook 15 X1502ZA-BQ419 אסוס,Asus,NaN,1.7,ללא,8.0,Intel Core i7,NaN,NaN,NaN,15.6,LCD,1920x1080,0.0,3390
מחשב נייד Huawei Matebook D15 BohrD-WDH9C וואווי,Huawei,NaN,1.53,Windows  10,8.0,Intel Core i5,2400.0,NaN,NaN,15.6,LCD,1920x1080,0.0,2988
מחשב נייד Apple MacBook Air 13 Z12400072 Z1270004A Z12A000B3 אפל,Apple,NaN,1.29,MacOS,16.0,M1,NaN,NaN,NaN,13.3,LCD,2560x1600,0.0,4560
מחשב נייד Lenovo ThinkPad X1 Titanium Yoga Gen1 20QA001MIV לנובו,Lenovo,NaN,1.18,Windows 10 PRO,16.0,Intel Core i5,1800.0,256.0,SSD,13.5,IPS,2256x1504,1.0,6589
מחשב נייד HP 255 G8 4K7Z3EA,HP,NaN,1.74,Windows 11,8.0,AMD Ryzen 5,2100.0,256.0,SSD,15.6,LCD,1920x1080,0.0,1989
