name,company,date,weight,OS,ram,processor,processor_speed,hard_drive,hard_drive_type,screen_size,screen_type,screen_resolution,touch_screen,price
מחשב נייד Dell Vostro 3400 V3400-6041 דל,Dell,NaN,1.59,ללא,8.0,Intel Core i5,2400.0,NaN,NaN,14.0,LCD,1920x1080,0.0,2503
מחשב נייד Asus Vivobook Pro 15 M3500QC-L1347W אסוס,Asus,NaN,1.65,Windows 11,16.0,AMD Ryzen5,3300.0,512.0,SSD,15.6,OLED,1920x1080,0.0,4349
מחשב נייד Dell Inspiron 7391 IN-RD33-11873 דל,Dell,NaN,1.4,Windows  10,8.0,Intel Core i5,NaN,512.0,SSD,13.3,IPS,1920x1080,1.0,4299
מחשב נייד Lenovo IdeaPad Gaming 3 16IAH7 82SA006PIV לנובו,Lenovo,NaN,2.6,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,16.0,IPS,1920x1200,0.0,4904
מחשב נייד Asus Zenbook Flip 13 UX363EA-HP521W אסוס,Asus,NaN,1.3,NaN,16.0,Intel Core i7,2800.0,1000.0,SSD,13.3,OLED,1920x1080,1.0,5639
מחשב נייד HP Pavilion 15-dw3205nj 4Z1Y5EA,HP,NaN,1.75,ללא,8.0,Intel Core i3,2000.0,NaN,NaN,15.6,LCD,1920x1080,0.0,1600
מחשב נייד Asus ROG Strix G15 G513RW-HQ215 אסוס,Asus,NaN,2.3,ללא,16.0,AMD Ryzen 9,3300.0,NaN,NaN,15.6,IPS,2560x1440,0.0,8770
מחשב נייד Asus TUF Gaming F15 FX507ZM-HN043 אסוס,Asus,NaN,2.2,ללא,16.0,Intel Core i7,3500.0,NaN,NaN,15.6,LCD,1920x1080,0.0,5399
מחשב נייד Lenovo IdeaPad Flex 5 14ITL05 82HS00YRIV לנובו,Lenovo,NaN,1.5,NaN,8.0,Intel Core i7,2800.0,512.0,SSD,14.0,IPS,1920x1080,1.0,3586
מחשב נייד Lenovo Yoga 9 15IMH5 82DE003PIV לנובו,Lenovo,NaN,2.0,NaN,16.0,Intel Core i7,2600.0,512.0,SSD,15.6,IPS,1920x1080,1.0,5490
מחשב נייד Lenovo IdeaPad Gaming 3 15IMH05 81Y4009QIV לנובו,Lenovo,NaN,2.2,Windows  10,8.0,Intel Core i5,NaN,512.0,SSD,15.6,IPS,1920x1080,0.0,4300
מחשב נייד Lenovo Yoga 7 16IAH7 82UF004LIV לנובו,Lenovo,NaN,NaN,NaN,32.0,Intel Core i7,3500.0,NaN,NaN,16.0,IPS,2560x1600,1.0,7104
